relation,source,target
r_dns_a,Domain_005c5874cc8a3fbe2f9ffb8a2f537bd0c46cb83b02b0dca02da69c71d4ca94e1,IP_041e02ffc96980ac7af5ca4e7742939605a9703d8139af0933a6bcc04c99271c
r_dns_a,Domain_45f073842db163cbd393b4ff60b50aec77e6d6ee1e77fd4f7b1e561f0f6fd5a5,IP_041e02ffc96980ac7af5ca4e7742939605a9703d8139af0933a6bcc04c99271c
r_cert,Domain_45f073842db163cbd393b4ff60b50aec77e6d6ee1e77fd4f7b1e561f0f6fd5a5,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_48dfb5878bf2a17f961edfcf3d7cfea17c478898f18c3d84a9c5036502b2adae,IP_041e02ffc96980ac7af5ca4e7742939605a9703d8139af0933a6bcc04c99271c
r_cert,Domain_48dfb5878bf2a17f961edfcf3d7cfea17c478898f18c3d84a9c5036502b2adae,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_48dfb5878bf2a17f961edfcf3d7cfea17c478898f18c3d84a9c5036502b2adae,Domain_45f073842db163cbd393b4ff60b50aec77e6d6ee1e77fd4f7b1e561f0f6fd5a5
r_dns_a,Domain_629aaf437572863d73f66496408c98e787e2914685646a383039394127212a94,IP_041e02ffc96980ac7af5ca4e7742939605a9703d8139af0933a6bcc04c99271c
r_dns_a,Domain_98fb067cddffd73e8176af005a79794c24d295b33f918593b7256a07cddb8597,IP_041e02ffc96980ac7af5ca4e7742939605a9703d8139af0933a6bcc04c99271c
r_cert,Domain_98fb067cddffd73e8176af005a79794c24d295b33f918593b7256a07cddb8597,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_a920ee694b49d90eb5a86e7bdf2427821e70cd6a57c22a656f49b261ce36ca2c,IP_041e02ffc96980ac7af5ca4e7742939605a9703d8139af0933a6bcc04c99271c
r_cert,Domain_a920ee694b49d90eb5a86e7bdf2427821e70cd6a57c22a656f49b261ce36ca2c,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_005c5874cc8a3fbe2f9ffb8a2f537bd0c46cb83b02b0dca02da69c71d4ca94e1,Domain_a920ee694b49d90eb5a86e7bdf2427821e70cd6a57c22a656f49b261ce36ca2c
r_dns_a,Domain_e33fff0ef90f2af3647075642925a9a28620bc456c79e801d1b19970eff73468,IP_041e02ffc96980ac7af5ca4e7742939605a9703d8139af0933a6bcc04c99271c
r_cert,Domain_e33fff0ef90f2af3647075642925a9a28620bc456c79e801d1b19970eff73468,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_ecd9ce61c8480187877479f0e4dadc7731cf8e90761a2a2e3958c5d3b75e1e3a,IP_041e02ffc96980ac7af5ca4e7742939605a9703d8139af0933a6bcc04c99271c
r_subdomain,Domain_629aaf437572863d73f66496408c98e787e2914685646a383039394127212a94,Domain_ecd9ce61c8480187877479f0e4dadc7731cf8e90761a2a2e3958c5d3b75e1e3a
r_dns_a,Domain_03c5b152c9f7acc99602cc585146954c6e6443c81c3a981489f8390e48b2c5fb,IP_0836271bf4f24cf634475a94c0cb69a90b17b533d938de817a4e14b00c8e3a9b
r_dns_a,Domain_571a8a03bed71a4722b209f03807fe74c1a908efa7b4ed77417056a324c7b31b,IP_0836271bf4f24cf634475a94c0cb69a90b17b533d938de817a4e14b00c8e3a9b
r_cert,Domain_571a8a03bed71a4722b209f03807fe74c1a908efa7b4ed77417056a324c7b31b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_6fd8b38b30ce7947e0f0e4d76e9b1359cf5e33d7c5c5c4538a7ae1caf60f0e77,IP_0836271bf4f24cf634475a94c0cb69a90b17b533d938de817a4e14b00c8e3a9b
r_cert,Domain_6fd8b38b30ce7947e0f0e4d76e9b1359cf5e33d7c5c5c4538a7ae1caf60f0e77,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_571a8a03bed71a4722b209f03807fe74c1a908efa7b4ed77417056a324c7b31b,Domain_6fd8b38b30ce7947e0f0e4d76e9b1359cf5e33d7c5c5c4538a7ae1caf60f0e77
r_dns_a,Domain_99dc1b90063d5294afe45ce6e4ed78e4c5c18945b52406894b9dd0e4bf09ea89,IP_0836271bf4f24cf634475a94c0cb69a90b17b533d938de817a4e14b00c8e3a9b
r_cert,Domain_99dc1b90063d5294afe45ce6e4ed78e4c5c18945b52406894b9dd0e4bf09ea89,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_b299d895d88c70bd62f09dc5240c2aa7c3abaa1199e2723149794a3b51bf22ea,IP_0836271bf4f24cf634475a94c0cb69a90b17b533d938de817a4e14b00c8e3a9b
r_subdomain,Domain_b299d895d88c70bd62f09dc5240c2aa7c3abaa1199e2723149794a3b51bf22ea,Domain_99dc1b90063d5294afe45ce6e4ed78e4c5c18945b52406894b9dd0e4bf09ea89
r_dns_a,Domain_00e7c3fbe4a574fe3bb08134883cf02442e4c3b40c6864bbc2b8465318a68007,IP_088e1f374e08f589ea11d6962feddf5b7c531bf2f236312772241c580a67229c
r_dns_a,Domain_1a6f6960677bb57112cc84bf23378fe6ef4ff5b17d19d0365bad8786d999d0d6,IP_088e1f374e08f589ea11d6962feddf5b7c531bf2f236312772241c580a67229c
r_dns_a,Domain_6ac71823c9c285b232f6651045a6a89d13e67675a1c8fce917c9357819013f19,IP_088e1f374e08f589ea11d6962feddf5b7c531bf2f236312772241c580a67229c
r_dns_a,Domain_a8b75de669aa1add9cbb2052c299df6076e97aefc7d0b8b4127723cd652cf35f,IP_088e1f374e08f589ea11d6962feddf5b7c531bf2f236312772241c580a67229c
r_subdomain,Domain_1a6f6960677bb57112cc84bf23378fe6ef4ff5b17d19d0365bad8786d999d0d6,Domain_a8b75de669aa1add9cbb2052c299df6076e97aefc7d0b8b4127723cd652cf35f
r_dns_a,Domain_dd517a894fcd4de67b0e9018babf557eb913ef9485a6e95cdf4cf11846d74f90,IP_088e1f374e08f589ea11d6962feddf5b7c531bf2f236312772241c580a67229c
r_cert,Domain_dd517a894fcd4de67b0e9018babf557eb913ef9485a6e95cdf4cf11846d74f90,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_dd517a894fcd4de67b0e9018babf557eb913ef9485a6e95cdf4cf11846d74f90,Domain_6ac71823c9c285b232f6651045a6a89d13e67675a1c8fce917c9357819013f19
r_dns_a,Domain_e4ea511876223a155fa0946ea59a6bdc329aae6bc7b3b27474d06dc7265a9e54,IP_088e1f374e08f589ea11d6962feddf5b7c531bf2f236312772241c580a67229c
r_cert,Domain_e4ea511876223a155fa0946ea59a6bdc329aae6bc7b3b27474d06dc7265a9e54,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_03c13a7b91b85b952057b8a700e7a9a81d7b225294233446b5764a2215285514,IP_08d5e9b0930f6830ea651222a37d7f7e0d79c72faa8d1a2edc53bba156bac5d5
r_dns_a,Domain_072c1f33ae602451aaa959f734332c742a2783bbbfef915f09e77fd6575cd5da,IP_08d5e9b0930f6830ea651222a37d7f7e0d79c72faa8d1a2edc53bba156bac5d5
r_dns_a,Domain_1e95971bfc93d967681d5131e53b909c3fbcc4bbc95a92221a775860e193dc10,IP_08d5e9b0930f6830ea651222a37d7f7e0d79c72faa8d1a2edc53bba156bac5d5
r_cert,Domain_1e95971bfc93d967681d5131e53b909c3fbcc4bbc95a92221a775860e193dc10,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_301c9a086730f250cd77944218d2dabdf67168ae5a34a3a7f8af814659d14638,IP_08d5e9b0930f6830ea651222a37d7f7e0d79c72faa8d1a2edc53bba156bac5d5
r_dns_a,Domain_6140fecbd19e619efedc35958d7d41885b47d500935ce951a9a8968131cb9fc6,IP_08d5e9b0930f6830ea651222a37d7f7e0d79c72faa8d1a2edc53bba156bac5d5
r_subdomain,Domain_6140fecbd19e619efedc35958d7d41885b47d500935ce951a9a8968131cb9fc6,Domain_03c13a7b91b85b952057b8a700e7a9a81d7b225294233446b5764a2215285514
r_subdomain,Domain_6140fecbd19e619efedc35958d7d41885b47d500935ce951a9a8968131cb9fc6,Domain_072c1f33ae602451aaa959f734332c742a2783bbbfef915f09e77fd6575cd5da
r_subdomain,Domain_6140fecbd19e619efedc35958d7d41885b47d500935ce951a9a8968131cb9fc6,Domain_1e95971bfc93d967681d5131e53b909c3fbcc4bbc95a92221a775860e193dc10
r_subdomain,Domain_6140fecbd19e619efedc35958d7d41885b47d500935ce951a9a8968131cb9fc6,Domain_301c9a086730f250cd77944218d2dabdf67168ae5a34a3a7f8af814659d14638
r_dns_a,Domain_6a1872557dadb1a1490a2bc27c71608ee24f7fb303698cfce17b5347908f031e,IP_08d5e9b0930f6830ea651222a37d7f7e0d79c72faa8d1a2edc53bba156bac5d5
r_cert,Domain_6a1872557dadb1a1490a2bc27c71608ee24f7fb303698cfce17b5347908f031e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_6140fecbd19e619efedc35958d7d41885b47d500935ce951a9a8968131cb9fc6,Domain_6a1872557dadb1a1490a2bc27c71608ee24f7fb303698cfce17b5347908f031e
r_dns_a,Domain_890b2037863e31beefa13d8686a4ef35abfcc48fd4d4e1e3d1a4943a67ca532f,IP_08d5e9b0930f6830ea651222a37d7f7e0d79c72faa8d1a2edc53bba156bac5d5
r_cert,Domain_890b2037863e31beefa13d8686a4ef35abfcc48fd4d4e1e3d1a4943a67ca532f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_6140fecbd19e619efedc35958d7d41885b47d500935ce951a9a8968131cb9fc6,Domain_890b2037863e31beefa13d8686a4ef35abfcc48fd4d4e1e3d1a4943a67ca532f
r_dns_a,Domain_9297e6c62be9e2a61998653316466c01960674d934579e5946a76c6525f9c495,IP_08d5e9b0930f6830ea651222a37d7f7e0d79c72faa8d1a2edc53bba156bac5d5
r_subdomain,Domain_6140fecbd19e619efedc35958d7d41885b47d500935ce951a9a8968131cb9fc6,Domain_9297e6c62be9e2a61998653316466c01960674d934579e5946a76c6525f9c495
r_dns_a,Domain_b89c3ed7e6ed81be8df9441ed8b4dee12f1e0587d421bd476b60fe3e1325fda9,IP_08d5e9b0930f6830ea651222a37d7f7e0d79c72faa8d1a2edc53bba156bac5d5
r_subdomain,Domain_6140fecbd19e619efedc35958d7d41885b47d500935ce951a9a8968131cb9fc6,Domain_b89c3ed7e6ed81be8df9441ed8b4dee12f1e0587d421bd476b60fe3e1325fda9
r_dns_a,Domain_db949d95051093a8d391f85c1f7120fc7c25b487c36ac592b64194e24bf3051c,IP_08d5e9b0930f6830ea651222a37d7f7e0d79c72faa8d1a2edc53bba156bac5d5
r_cert,Domain_db949d95051093a8d391f85c1f7120fc7c25b487c36ac592b64194e24bf3051c,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_6140fecbd19e619efedc35958d7d41885b47d500935ce951a9a8968131cb9fc6,Domain_db949d95051093a8d391f85c1f7120fc7c25b487c36ac592b64194e24bf3051c
r_dns_a,Domain_01e100d81d7ca957125611ea9750a73e4088013339b10af4826c625a3f8c0f91,IP_19c21de4ab651f8b11588022adbef1a7ef72eb089e96ec3d1ea0b98a2048f9e0
r_dns_a,Domain_57561f7a23e9d3d10d94e74ccac50b0bfbb529447f981b3a4b80616cbbd6b461,IP_19c21de4ab651f8b11588022adbef1a7ef72eb089e96ec3d1ea0b98a2048f9e0
r_subdomain,Domain_57561f7a23e9d3d10d94e74ccac50b0bfbb529447f981b3a4b80616cbbd6b461,Domain_01e100d81d7ca957125611ea9750a73e4088013339b10af4826c625a3f8c0f91
r_dns_a,Domain_0417571ebcb51a955b1544b408c1ad06f444c73683006bc374d4421009db0c56,IP_2c46d09c7f1bfa09b148043e182b3c7ae0216dfd6ee9d568cb36fb675bed9f24
r_dns_a,Domain_26d4489f9839cea34ccdb8f5bc634c302736bc59a17e348722cf05b2e1015b16,IP_2c46d09c7f1bfa09b148043e182b3c7ae0216dfd6ee9d568cb36fb675bed9f24
r_cert,Domain_26d4489f9839cea34ccdb8f5bc634c302736bc59a17e348722cf05b2e1015b16,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_35ab5b0e0da06af2fcd2d463efd8738de7e77b3d1d47b9115a7b91b775b3fdd4,IP_2c46d09c7f1bfa09b148043e182b3c7ae0216dfd6ee9d568cb36fb675bed9f24
r_dns_a,Domain_3b421bbd562760ca79175ca78ea0028880696567cfa861e6a5381266fe7c8489,IP_2c46d09c7f1bfa09b148043e182b3c7ae0216dfd6ee9d568cb36fb675bed9f24
r_subdomain,Domain_26d4489f9839cea34ccdb8f5bc634c302736bc59a17e348722cf05b2e1015b16,Domain_3b421bbd562760ca79175ca78ea0028880696567cfa861e6a5381266fe7c8489
r_dns_a,Domain_3c03877779197ad6f9df5db6956fbb31d45dceb4d3b539a1b3d84db1ef740618,IP_2c46d09c7f1bfa09b148043e182b3c7ae0216dfd6ee9d568cb36fb675bed9f24
r_cert,Domain_3c03877779197ad6f9df5db6956fbb31d45dceb4d3b539a1b3d84db1ef740618,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_abb4d1692b761f48fc620581c8522f185ef416845cd8efae6aa0d71d7a9a264f,IP_2c46d09c7f1bfa09b148043e182b3c7ae0216dfd6ee9d568cb36fb675bed9f24
r_cert,Domain_abb4d1692b761f48fc620581c8522f185ef416845cd8efae6aa0d71d7a9a264f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_abb4d1692b761f48fc620581c8522f185ef416845cd8efae6aa0d71d7a9a264f,Domain_0417571ebcb51a955b1544b408c1ad06f444c73683006bc374d4421009db0c56
r_dns_a,Domain_01b985251bee860725a7b64ccfba143dd9cba32fff722fabf5aa76dd509c3e62,IP_31db567ed22294eb6a41a21ee15ce179ca4d14a0419c701e4324ff94464f50cb
r_dns_a,Domain_05c129477eeeb4a8c11e308371ec9fcaa582dbce1e4874d0609840cfe003bce5,IP_31db567ed22294eb6a41a21ee15ce179ca4d14a0419c701e4324ff94464f50cb
r_cert,Domain_05c129477eeeb4a8c11e308371ec9fcaa582dbce1e4874d0609840cfe003bce5,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_5a1eb619a2e186b877e95fc4d9cc19179e5a09e0fae27237c5af83384c6ce1f9,IP_31db567ed22294eb6a41a21ee15ce179ca4d14a0419c701e4324ff94464f50cb
r_cert,Domain_5a1eb619a2e186b877e95fc4d9cc19179e5a09e0fae27237c5af83384c6ce1f9,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_89bf0da069a4898715f25fb806f948fd55a9f6f7016ccd6c3dcdd0ec67cb082d,IP_31db567ed22294eb6a41a21ee15ce179ca4d14a0419c701e4324ff94464f50cb
r_dns_a,Domain_a698fd10d2e48294bad2be638251090460f9278d160898a07fc02212cb59547f,IP_31db567ed22294eb6a41a21ee15ce179ca4d14a0419c701e4324ff94464f50cb
r_cert,Domain_a698fd10d2e48294bad2be638251090460f9278d160898a07fc02212cb59547f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_b1e028fc3f81fd25c63fe611a3431da57c6307ba7ad36be6d1402d0a32e58733,IP_31db567ed22294eb6a41a21ee15ce179ca4d14a0419c701e4324ff94464f50cb
r_cert,Domain_b1e028fc3f81fd25c63fe611a3431da57c6307ba7ad36be6d1402d0a32e58733,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_b1e028fc3f81fd25c63fe611a3431da57c6307ba7ad36be6d1402d0a32e58733,Domain_5a1eb619a2e186b877e95fc4d9cc19179e5a09e0fae27237c5af83384c6ce1f9
r_dns_a,Domain_fddb12dad2babd3553efa1210ab41806dfd9c53b55fd77301f9ea74dfa3236a8,IP_31db567ed22294eb6a41a21ee15ce179ca4d14a0419c701e4324ff94464f50cb
r_cert,Domain_fddb12dad2babd3553efa1210ab41806dfd9c53b55fd77301f9ea74dfa3236a8,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_fddb12dad2babd3553efa1210ab41806dfd9c53b55fd77301f9ea74dfa3236a8,Domain_01b985251bee860725a7b64ccfba143dd9cba32fff722fabf5aa76dd509c3e62
r_dns_a,Domain_02d4e534869a90597072f2a373b7756236d336db10d097550504ee567e75399e,IP_3a239d3106790869a1deb0a92fc839c1a4c976a09a79236398190bce2f637443
r_dns_a,Domain_12c74a1c73133de831c76f72930fe8bb38a2322a7fabb1ea07f4bb927d02cfb4,IP_3a239d3106790869a1deb0a92fc839c1a4c976a09a79236398190bce2f637443
r_dns_a,Domain_55b753c8358e14cd1702aed70106fd8f5a3fdb0d355c2596b8c1c1acba1cd008,IP_3a239d3106790869a1deb0a92fc839c1a4c976a09a79236398190bce2f637443
r_dns_a,Domain_7a2ed6e175abd1ef8e5bd5ea187ab63c389e8308e6a82ad5bf8046317752f14f,IP_3a239d3106790869a1deb0a92fc839c1a4c976a09a79236398190bce2f637443
r_cert,Domain_7a2ed6e175abd1ef8e5bd5ea187ab63c389e8308e6a82ad5bf8046317752f14f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_7a2ed6e175abd1ef8e5bd5ea187ab63c389e8308e6a82ad5bf8046317752f14f,Domain_02d4e534869a90597072f2a373b7756236d336db10d097550504ee567e75399e
r_dns_a,Domain_869f66e090b0681df0eae2c051ea5d2931d3d29548911bf757ba03d3be76b7ab,IP_3a239d3106790869a1deb0a92fc839c1a4c976a09a79236398190bce2f637443
r_cert,Domain_869f66e090b0681df0eae2c051ea5d2931d3d29548911bf757ba03d3be76b7ab,Cert_0c33983077facc841e3d75e8cea586ff75a4c25f7ec8d1fff187a5e70a57d7a6
r_dns_a,Domain_a032834c30fbf159e76e182b7d30083c95b0218a9317b64313930c5c4c313c6a,IP_3a239d3106790869a1deb0a92fc839c1a4c976a09a79236398190bce2f637443
r_cert,Domain_a032834c30fbf159e76e182b7d30083c95b0218a9317b64313930c5c4c313c6a,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_a032834c30fbf159e76e182b7d30083c95b0218a9317b64313930c5c4c313c6a,Domain_55b753c8358e14cd1702aed70106fd8f5a3fdb0d355c2596b8c1c1acba1cd008
r_dns_a,Domain_e82d3e663d438b62593581a35134890f673b67ee660943e373a7e89172e554a5,IP_3a239d3106790869a1deb0a92fc839c1a4c976a09a79236398190bce2f637443
r_subdomain,Domain_e82d3e663d438b62593581a35134890f673b67ee660943e373a7e89172e554a5,Domain_12c74a1c73133de831c76f72930fe8bb38a2322a7fabb1ea07f4bb927d02cfb4
r_dns_a,Domain_004fbaab550d8d0049831dbd99ba537283d9dd5dfd10d7258eb18ef134ac29f6,IP_41b5985edd237ce06deb60706820b910791c03ce847f60803b8d8a17c6decf43
r_dns_a,Domain_92fb8a891da1af4553afebe7c7ea92c279853dac417c2072a74f3722d5e02650,IP_41b5985edd237ce06deb60706820b910791c03ce847f60803b8d8a17c6decf43
r_subdomain,Domain_92fb8a891da1af4553afebe7c7ea92c279853dac417c2072a74f3722d5e02650,Domain_004fbaab550d8d0049831dbd99ba537283d9dd5dfd10d7258eb18ef134ac29f6
r_dns_a,Domain_004cd28acfaa0882b3c9b257ed685f1e690852494e8a823ea4939bdd3fd8e51a,IP_60a434bcc57af53ee199b374e4d543019aae5aacf248f16b915455498262c47a
r_dns_a,Domain_56e2c08f347e3f8bbe452c3c2209b0b188c95bee1c735801b2f085c04f95660b,IP_60a434bcc57af53ee199b374e4d543019aae5aacf248f16b915455498262c47a
r_cert,Domain_56e2c08f347e3f8bbe452c3c2209b0b188c95bee1c735801b2f085c04f95660b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_8aea976a674a6f54cbebb29c1addaea2b43e9f7c3cbb4a167d197613a1ac1bff,IP_60a434bcc57af53ee199b374e4d543019aae5aacf248f16b915455498262c47a
r_subdomain,Domain_56e2c08f347e3f8bbe452c3c2209b0b188c95bee1c735801b2f085c04f95660b,Domain_8aea976a674a6f54cbebb29c1addaea2b43e9f7c3cbb4a167d197613a1ac1bff
r_dns_a,Domain_9ce4257488feb0131ae9af03548b6b7f16cfa95fde5715a7f30313ccba46c56e,IP_60a434bcc57af53ee199b374e4d543019aae5aacf248f16b915455498262c47a
r_dns_a,Domain_c54d5536fa66c39f958ab1083f253ae9818fb17d90a84e4c2c69c824fd91cbeb,IP_60a434bcc57af53ee199b374e4d543019aae5aacf248f16b915455498262c47a
r_subdomain,Domain_c54d5536fa66c39f958ab1083f253ae9818fb17d90a84e4c2c69c824fd91cbeb,Domain_004cd28acfaa0882b3c9b257ed685f1e690852494e8a823ea4939bdd3fd8e51a
r_dns_a,Domain_02ecf83282282da3919808ade1ac31e7538b7ad3f2e3dc2297cbfe9149143bfa,IP_6b5f6087ab963dd71a6c4aabbe593a953690cb156ed87bb84e13499ab1866fe9
r_dns_a,Domain_3acaa528f64a286dc415cd13f2e14515e6b93847b8f3b604937c79cb01a5e864,IP_6b5f6087ab963dd71a6c4aabbe593a953690cb156ed87bb84e13499ab1866fe9
r_cert,Domain_3acaa528f64a286dc415cd13f2e14515e6b93847b8f3b604937c79cb01a5e864,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_6534f09344fa6fba88091ac186302f40c276ecf906cf99f4c244ed20b2c4cd5e,IP_6b5f6087ab963dd71a6c4aabbe593a953690cb156ed87bb84e13499ab1866fe9
r_cert,Domain_6534f09344fa6fba88091ac186302f40c276ecf906cf99f4c244ed20b2c4cd5e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_7084151479e166730726d5b3f87515ea694ba334234059aaf8892ad0c5ac774c,IP_6b5f6087ab963dd71a6c4aabbe593a953690cb156ed87bb84e13499ab1866fe9
r_cert,Domain_7084151479e166730726d5b3f87515ea694ba334234059aaf8892ad0c5ac774c,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_9e8f85c4321face784190fc820cdf4099f8591ca5aef0bd23b45dc32c3ae741f,IP_6b5f6087ab963dd71a6c4aabbe593a953690cb156ed87bb84e13499ab1866fe9
r_dns_a,Domain_bab7738855aebe08106629db55cc37bbab6032d0c83e0b50545f7fadad00a7fb,IP_6b5f6087ab963dd71a6c4aabbe593a953690cb156ed87bb84e13499ab1866fe9
r_cert,Domain_bab7738855aebe08106629db55cc37bbab6032d0c83e0b50545f7fadad00a7fb,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_bab7738855aebe08106629db55cc37bbab6032d0c83e0b50545f7fadad00a7fb,Domain_7084151479e166730726d5b3f87515ea694ba334234059aaf8892ad0c5ac774c
